ء	ʔ
سمير	s a m iː r
سميرة	s a m iː r a
سميط	s a m iː tˤ
سميع	s a m iː ʕ
سميك	s a m iː k
سن	s a n
سن	s a n
سن	s a n
سنام	s a n aː m
سنان	s a n aː n
سنبك	s a n a b a k
سنبك	s a n a b a k
سنبل	s a n a b a l
سنبلة	s a n a b a l a
سنبوسة	s a n a b uː s a
سنبوسج	s a n a b uː s a d͡ʒ
سنبوسق	s a n a b uː s a q
سنبوسك	s a n a b uː s a k
سنة	s a n a
سنة	s a n a
سنة	s a n a
سنت	s a n a t
سنت	s a n a t
سنت	s a n a t
سنجاب	s a n a d͡ʒ aː b
سنجق	s a n a d͡ʒ a q
سنح	s a n a ħ
سندان	s a n a d aː n
سندان	s a n a d aː n
سندباد	s a n a d a b aː d
سندر	s a n a d a r
سندس	s a n a d a s
سنسار	s a n a s aː r
سنط	s a n a tˤ
سنغافورة	s a n a ɣ aː f uː r a
سنوت	s a n uː t
سنور	s a n uː r
سنوريات	s a n uː r iː aː t
سنونو	s a n uː n uː
سنونوة	s a n uː n uː a
سنونية	s a n uː n iː a
سني	s a n iː
سني	s a n iː
سها	s a h aː
سهر	s a h a r
سهر	s a h a r
سهريز	s a h a r iː z
سهريز	s a h a r iː z
سهل	s a h a l
سهل	s a h a l
سهل	s a h a l
سهلا	s a h a l aː
سهم	s a h a m
سهو	s a h uː
سهوا	s a h uː aː
سهوان	s a h uː aː n
سهوة	s a h uː a
سهول	s a h uː l
سهولة	s a h uː l a
سوء	s uː ʔ
سوء	s uː ʔ
سواحلية	s uː aː ħ a l iː a
سواد	s uː aː d
سوار	s uː aː r
سواقة	s uː aː q a
سواقة	s uː aː q a
سواكن	s uː aː k a n
سوايا	s uː aː iː aː
سوبيا	s uː b iː aː
سوبيا	s uː b iː aː
سوداء	s uː d aː ʔ
سوداوي	s uː d aː uː iː
سوداوية	s uː d aː uː iː a
سوراني	s uː r aː n iː
سورة	s uː r a
سورة	s uː r a
سورنجان	s uː r a n a d͡ʒ aː n
سورنجان	s uː r a n a d͡ʒ aː n
سوريا	s uː r iː aː
سوريا	s uː r iː aː
سورينام	s uː r iː n aː m
سوس	s uː s
سوس	s uː s
سوس	s uː s
سوسة	s uː s a
سوط	s uː tˤ
سوفياتي	s uː f iː aː t iː
سوفياتي	s uː f iː aː t iː
سوفياتي	s uː f iː aː t iː
سوق	s uː q
سوق	s uː q
سوق	s uː q
سوق	s uː q
سوق	s uː q
سول	s uː l
سومو	s uː m uː
سونكي	s uː n a k iː
سوية	s uː iː a
سويداء	s uː iː d aː ʔ
سويدي	s uː iː d iː
سويسرا	s uː iː s a r aː
سويسرا	s uː iː s a r aː
سويسرا	s uː iː s a r aː
سويسرا	s uː iː s a r aː
سويسري	s uː iː s a r iː
سويسري	s uː iː s a r iː
سويق	s uː iː q
سويق	s uː iː q
سيء	s iː ʔ
سيئ	s iː ʔi
سيئول	s iː ʔi uː l
سياج	s iː aː d͡ʒ
سيادة	s iː aː d a
سيارة	s iː aː r a
سيارة	s iː aː r a
سيارة	s iː aː r a
سياسة	s iː aː s a
سياع	s iː aː ʕ
سياع	s iː aː ʕ
سيال	s iː aː l
سيبويه	s iː b uː iː h
سيبويه	s iː b uː iː h
سيجارة	s iː d͡ʒ aː r a
سيجارة	s iː d͡ʒ aː r a
سيخ	s iː x
سيخي	s iː x iː
سيخية	s iː x iː a
سيد	s iː d
سيدا	s iː d aː
سيراء	s iː r aː ʔ
سيراليون	s iː r aː l iː uː n
سيرج	s iː r a d͡ʒ
سيرج	s iː r a d͡ʒ
سيرج	s iː r a d͡ʒ
سيرك	s iː r a k
سيرين	s iː r iː n
سيس	s iː s
سيسبان	s iː s a b aː n
سيطر	s iː tˤ a r
سيطرة	s iː tˤ a r a
سيف	s iː f
سيف	s iː f
سيف	s iː f
سيكران	s iː k a r aː n
سيكران	s iː k a r aː n
سيكولوجي	s iː k uː l uː d͡ʒ iː
سيل	s iː l
سيلان	s iː l aː n
سيلوفون	s iː l uː f uː n
سيماء	s iː m aː ʔ
سين	s iː n
سيناء	s iː n aː ʔ
سيناء	s iː n aː ʔ
سينثيا	s iː n a θ iː aː
سينما	s iː n a m aː
سينمائي	s iː n a m aː ʔi iː
سيول	s iː uː l
سيول	s iː uː l
سيولة	s iː uː l a
ش	ʃ
ش	ʃ
شؤبوب	ʃ a ʔu a b uː b
شؤم	ʃ a ʔu a m
شاء	ʃ aː ʔ
شاء	ʃ aː ʔ
شائك	ʃ aː ʔi a k
شاب	ʃ aː b
شاب	ʃ aː b
شابانج	ʃ aː b aː n a d͡ʒ
شابانك	ʃ aː b aː n a k
شاة	ʃ aː a
شاحن	ʃ aː ħ a n
شاحنة	ʃ aː ħ a n a
شاخ	ʃ aː x
شاذ	ʃ aː ð
شار	ʃ aː r
شارع	ʃ aː r a ʕ
شارف	ʃ aː r a f
شاسع	ʃ aː s a ʕ
شاش	ʃ aː ʃ
شاشة	ʃ aː ʃ a
شاشية	ʃ aː ʃ iː a
شاط	ʃ aː tˤ
شاطئ	ʃ aː tˤ a ʔi
شاع	ʃ aː ʕ
شاعر	ʃ aː ʕ a r
شاعرة	ʃ aː ʕ a r a
شاعري	ʃ aː ʕ a r iː
شاغل	ʃ aː ɣ a l
شاغل	ʃ aː ɣ a l
شاف	ʃ aː f
شافانج	ʃ aː f aː n a d͡ʒ
شافعي	ʃ aː f a ʕ iː
شاقول	ʃ aː q uː l
شاقولي	ʃ aː q uː l iː
شاكر	ʃ aː k a r
شاكرة	ʃ aː k a r a
شاكوش	ʃ aː k uː ʃ
شام	ʃ aː m
شامبو	ʃ aː m a b uː
شامة	ʃ aː m a
شامخ	ʃ aː m a x
شانغهاي	ʃ aː n a ɣ a h aː iː
شاهبلوط	ʃ aː h a b a l uː tˤ
شاهة	ʃ aː h a
شاهترج	ʃ aː h a t a r a d͡ʒ
شاهد	ʃ aː h a d
شاهد	ʃ aː h a d
شاهدانج	ʃ aː h a d aː n a d͡ʒ
شاهدانق	ʃ aː h a d aː n a q
شاهسبرم	ʃ aː h a s a b a r a m
شاهسفرم	ʃ aː h a s a f a r a m
شاهل	ʃ aː h a l
شاهلوج	ʃ aː h a l uː d͡ʒ
شاهلوك	ʃ aː h a l uː k
شاهنشاه	ʃ aː h a n a ʃ aː h
شاهين	ʃ aː h iː n
شاور	ʃ aː uː r
شاورما	ʃ aː uː r a m aː
شاورما	ʃ aː uː r a m aː
شاورما	ʃ aː uː r a m aː
شاي	ʃ aː iː
شب	ʃ a b
شبابة	ʃ a b aː b a
شباك	ʃ a b aː k
شبح	ʃ a b a ħ
شبح	ʃ a b a ħ
شبح	ʃ a b a ħ
شبح	ʃ a b a ħ
شبح	ʃ a b a ħ
شبرق	ʃ a b a r a q
شبرق	ʃ a b a r a q
شبرق	ʃ a b a r a q
شبرم	ʃ a b a r a m
شبشب	ʃ a b a ʃ a b
شبع	ʃ a b a ʕ
شبع	ʃ a b a ʕ
شبعان	ʃ a b a ʕ aː n
شبقي	ʃ a b a q iː
شبكة	ʃ a b a k a
شبهات	ʃ a b a h aː t
شبهة	ʃ a b a h a
شبوط	ʃ a b uː tˤ
شبوطة	ʃ a b uː tˤ a
شبيه	ʃ a b iː h
شت	ʃ a t
شتاء	ʃ a t aː ʔ
شتان	ʃ a t aː n
شتلة	ʃ a t a l a
شتم	ʃ a t a m
شتمبر	ʃ a t a m a b a r
شتنبر	ʃ a t a n a b a r
شتوة	ʃ a t uː a
شتى	ʃ a t aː
شتيت	ʃ a t iː t
شتيمة	ʃ a t iː m a
شج	ʃ a d͡ʒ
شجا	ʃ a d͡ʒ aː
شجاع	ʃ a d͡ʒ aː ʕ
شجرة	ʃ a d͡ʒ a r a
شجرة	ʃ a d͡ʒ a r a
شجري	ʃ a d͡ʒ a r iː
شجو	ʃ a d͡ʒ uː
شجون	ʃ a d͡ʒ uː n
شجيرة	ʃ a d͡ʒ iː r a
شجيع	ʃ a d͡ʒ iː ʕ
شحاذ	ʃ a ħ aː ð
شحاذة	ʃ a ħ aː ð a
شحرور	ʃ a ħ a r uː r
شحن	ʃ a ħ a n
شحيح	ʃ a ħ iː ħ
شحيرة	ʃ a ħ iː r a
شخر	ʃ a x a r
شخر	ʃ a x a r
شخر	ʃ a x a r
شخشخ	ʃ a x a ʃ a x
شخشيخة	ʃ a x a ʃ iː x a
شخص	ʃ a x a sˤ
شخص	ʃ a x a sˤ
شخص	ʃ a x a sˤ
شخصا	ʃ a x a sˤ aː
شخصي	ʃ a x a sˤ iː
شخصيا	ʃ a x a sˤ iː aː
شخصية	ʃ a x a sˤ iː a
شد	ʃ a d
شدا	ʃ a d aː
شدائد	ʃ a d aː ʔi a d
شدايقة	ʃ a d aː iː q a
شدة	ʃ a d a
شدة	ʃ a d a
شدد	ʃ a d a d
شدياق	ʃ a d iː aː q
شديدة	ʃ a d iː d a
شذر	ʃ a ð a r
شذر	ʃ a ð a r
شراء	ʃ a r aː ʔ
شرائع	ʃ a r aː ʔi a ʕ
شراب	ʃ a r aː b
شراب	ʃ a r aː b
شراب	ʃ a r aː b
شراع	ʃ a r aː ʕ
شرب	ʃ a r a b
شرب	ʃ a r a b
شربة	ʃ a r a b a
شربة	ʃ a r a b a
شربوش	ʃ a r a b uː ʃ
شرحي	ʃ a r a ħ iː
شرخ	ʃ a r a x
شرخ	ʃ a r a x
شرد	ʃ a r a d
شرسوف	ʃ a r a s uː f
شرش	ʃ a r a ʃ
شرش	ʃ a r a ʃ
شرشرة	ʃ a r a ʃ a r a
شرشيري	ʃ a r a ʃ iː r iː
شرطة	ʃ a r a tˤ a
شرطة	ʃ a r a tˤ a
شرعا	ʃ a r a ʕ aː
شرعن	ʃ a r a ʕ a n
شرعي	ʃ a r a ʕ iː
شرعي	ʃ a r a ʕ iː
شرعية	ʃ a r a ʕ iː a
شرغ	ʃ a r a ɣ
شرف	ʃ a r a f
شرف	ʃ a r a f
شرف	ʃ a r a f
شرف	ʃ a r a f
شرفي	ʃ a r a f iː
شرفية	ʃ a r a f iː a
شرق	ʃ a r a q
شرقي	ʃ a r a q iː
شركة	ʃ a r a k a
شركة	ʃ a r a k a
شركة	ʃ a r a k a
شركس	ʃ a r a k a s
شرموطة	ʃ a r a m uː tˤ a
شره	ʃ a r a h
شريان	ʃ a r iː aː n
شريان	ʃ a r iː aː n
شريش	ʃ a r iː ʃ
شريش	ʃ a r iː ʃ
شريطة	ʃ a r iː tˤ a
شريعة	ʃ a r iː ʕ a
شريف	ʃ a r iː f
شريك	ʃ a r iː k
ششبرك	ʃ a ʃ a b a r a k
ششبرك	ʃ a ʃ a b a r a k
ششقاقل	ʃ a ʃ a q aː q a l
ششقاقل	ʃ a ʃ a q aː q a l
شطر	ʃ a tˤ a r
شطر	ʃ a tˤ a r
شطفة	ʃ a tˤ a f a
شظية	ʃ a ðˤ iː a
شعائر	ʃ a ʕ aː ʔi a r
شعاع	ʃ a ʕ aː ʕ
شعاع	ʃ a ʕ aː ʕ
شعب	ʃ a ʕ a b
شعب	ʃ a ʕ a b
شعب	ʃ a ʕ a b
شعبان	ʃ a ʕ a b aː n
شعبة	ʃ a ʕ a b a
شعبة	ʃ a ʕ a b a
شعبي	ʃ a ʕ a b iː
شعبية	ʃ a ʕ a b iː a
شعر	ʃ a ʕ a r
شعر	ʃ a ʕ a r
شعر	ʃ a ʕ a r
شعر	ʃ a ʕ a r
شعرى	ʃ a ʕ a r aː
شعري	ʃ a ʕ a r iː
شعلة	ʃ a ʕ a l a
شعلوب	ʃ a ʕ a l uː b
شعور	ʃ a ʕ uː r
شعوري	ʃ a ʕ uː r iː
شعيب	ʃ a ʕ iː b
شعير	ʃ a ʕ iː r
شعيرات	ʃ a ʕ iː r aː t
شعيرة	ʃ a ʕ iː r a
شعيرة	ʃ a ʕ iː r a
شغاف	ʃ a ɣ aː f
شغل	ʃ a ɣ a l
شغل	ʃ a ɣ a l
شغل	ʃ a ɣ a l
شغل	ʃ a ɣ a l
شغل	ʃ a ɣ a l
شفاء	ʃ a f aː ʔ
شفاعة	ʃ a f aː ʕ a
شفاف	ʃ a f aː f
شفافية	ʃ a f aː f iː a
شفة	ʃ a f a
شفر	ʃ a f a r
شفنين	ʃ a f a n iː n
شفوي	ʃ a f uː iː
شفى	ʃ a f aː
شفيع	ʃ a f iː ʕ
شق	ʃ a q
شق	ʃ a q
شق	ʃ a q
شقاء	ʃ a q aː ʔ
شقاق	ʃ a q aː q
شقاقل	ʃ a q aː q a l
شقاوة	ʃ a q aː uː a
شقاوة	ʃ a q aː uː a
شقة	ʃ a q a
شقة	ʃ a q a
شقة	ʃ a q a
شقراء	ʃ a q a r aː ʔ
شقف	ʃ a q a f
شقف	ʃ a q a f
شقفة	ʃ a q a f a
شقفة	ʃ a q a f a
شقواص	ʃ a q uː aː sˤ
شقوبية	ʃ a q uː b iː a
شقوة	ʃ a q uː a
شقوق	ʃ a q uː q
شقي	ʃ a q iː
شك	ʃ a k
شكارة	ʃ a k aː r a
شكال	ʃ a k aː l
شكاية	ʃ a k aː iː a
شكر	ʃ a k a r
شكرا	ʃ a k a r aː
شكري	ʃ a k a r iː
شكرية	ʃ a k a r iː a
شكشوكة	ʃ a k a ʃ uː k a
شكلي	ʃ a k a l iː
شكوس	ʃ a k uː s
شكوش	ʃ a k uː ʃ
شكوهج	ʃ a k uː h a d͡ʒ
شكوهج	ʃ a k uː h a d͡ʒ
شكوى	ʃ a k uː aː
شلاق	ʃ a l aː q
شلال	ʃ a l aː l
شلال	ʃ a l aː l
شلباية	ʃ a l a b aː iː a
شلبة	ʃ a l a b a
شلة	ʃ a l a
شلة	ʃ a l a
شلجم	ʃ a l a d͡ʒ a m
شلح	ʃ a l a ħ
شلغم	ʃ a l a ɣ a m
شلكاية	ʃ a l a k aː iː a
شلنبر	ʃ a l a n a b a r
شلنج	ʃ a l a n a d͡ʒ
شلوق	ʃ a l uː q
شلوق	ʃ a l uː q
شلوق	ʃ a l uː q
شليل	ʃ a l iː l
شم	ʃ a m
شم	ʃ a m
شمات	ʃ a m aː t
شماتة	ʃ a m aː t a
شماس	ʃ a m aː s
شماس	ʃ a m aː s
شمال	ʃ a m aː l
شمال	ʃ a m aː l
شمالي	ʃ a m aː l iː
شمام	ʃ a m aː m
شمبانزي	ʃ a m a b aː n a z iː
شمبانيا	ʃ a m a b aː n iː aː
شمبانيا	ʃ a m a b aː n iː aː
شمر	ʃ a m a r
شمراخ	ʃ a m a r aː x
شمروخ	ʃ a m a r uː x
شمس	ʃ a m a s
شمس	ʃ a m a s
شمس	ʃ a m a s
شمس	ʃ a m a s
شمس	ʃ a m a s
شمسي	ʃ a m a s iː
شمسية	ʃ a m a s iː a
شمشاد	ʃ a m a ʃ aː d
شمشار	ʃ a m a ʃ aː r
شمشم	ʃ a m a ʃ a m
شمشير	ʃ a m a ʃ iː r
شمع	ʃ a m a ʕ
شمع	ʃ a m a ʕ
شمعة	ʃ a m a ʕ a
شمعة	ʃ a m a ʕ a
شمعل	ʃ a m a ʕ a l
شمعون	ʃ a m a ʕ uː n
شمم	ʃ a m a m
شمندورة	ʃ a m a n a d uː r a
شموئيل	ʃ a m uː ʔi iː l
شموخ	ʃ a m uː x
شمويل	ʃ a m uː iː l
شن	ʃ a n
شنبر	ʃ a n a b a r
شنجار	ʃ a n a d͡ʒ aː r
شنجار	ʃ a n a d͡ʒ aː r
شنداب	ʃ a n a d aː b
شندقورة	ʃ a n a d a q uː r a
شنع	ʃ a n a ʕ
شنع	ʃ a n a ʕ
شنق	ʃ a n a q
شنق	ʃ a n a q
شنق	ʃ a n a q
شنق	ʃ a n a q
شنك	ʃ a n a k
شنك	ʃ a n a k
شنودة	ʃ a n uː d a
شنيع	ʃ a n iː ʕ
شهاب	ʃ a h aː b
شهادة	ʃ a h aː d a
شهباء	ʃ a h a b aː ʔ
شهترج	ʃ a h a t a r a d͡ʒ
شهدانج	ʃ a h a d aː n a d͡ʒ
شهدانق	ʃ a h a d aː n a q
شهر	ʃ a h a r
شهر	ʃ a h a r
شهر	ʃ a h a r
شهرة	ʃ a h a r a
شهرياران	ʃ a h a r iː aː r aː n
شهريز	ʃ a h a r iː z
شهريز	ʃ a h a r iː z
شهسبرم	ʃ a h a s a b a r a m
شهسفرم	ʃ a h a s a f a r a m
شهق	ʃ a h a q
شهل	ʃ a h a l
شهل	ʃ a h a l
شهل	ʃ a h a l
شهلاء	ʃ a h a l aː ʔ
شهلائي	ʃ a h a l aː ʔi iː
شهلة	ʃ a h a l a
شهلة	ʃ a h a l a
شهواني	ʃ a h uː aː n iː
شهوة	ʃ a h uː a
شهية	ʃ a h iː a
شهير	ʃ a h iː r
شهيق	ʃ a h iː q
شوب	ʃ uː b
شوبك	ʃ uː b a k
شوح	ʃ uː ħ
شوحة	ʃ uː ħ a
شورى	ʃ uː r aː
شوشبرك	ʃ uː ʃ a b a r a k
شوفان	ʃ uː f aː n
شوق	ʃ uː q
شوق	ʃ uː q
شوقية	ʃ uː q iː a
شوكة	ʃ uː k a
شوكران	ʃ uː k a r aː n
شوكولاتة	ʃ uː k uː l aː t a
شوكولاتة	ʃ uː k uː l aː t a
شوكي	ʃ uː k iː
شونة	ʃ uː n a
شونيز	ʃ uː n iː z
شوهاء	ʃ uː h aː ʔ
شوى	ʃ uː aː
شوى	ʃ uː aː
شي	ʃ iː
شيء	ʃ iː ʔ
شيء	ʃ iː ʔ
شيئا	ʃ iː ʔi aː
شيئا	ʃ iː ʔi aː
شياف	ʃ iː aː f
شيباء	ʃ iː b aː ʔ
شيح	ʃ iː ħ
شيخ	ʃ iː x
شيخ	ʃ iː x
شيخوخة	ʃ iː x uː x a
شيد	ʃ iː d
شيراز	ʃ iː r aː z
شيربام	ʃ iː r a b aː m
شيرة	ʃ iː r a
شيرج	ʃ iː r a d͡ʒ
شيرج	ʃ iː r a d͡ʒ
شيرج	ʃ iː r a d͡ʒ
شيردال	ʃ iː r a d aː l
شيرون	ʃ iː r uː n
شيرى	ʃ iː r aː
شيزى	ʃ iː z aː
شيشبرك	ʃ iː ʃ a b a r a k
شيص	ʃ iː sˤ
شيطان	ʃ iː tˤ aː n
شيطاني	ʃ iː tˤ aː n iː
شيطانية	ʃ iː tˤ aː n iː a
شيطرج	ʃ iː tˤ a r a d͡ʒ
شيطرج	ʃ iː tˤ a r a d͡ʒ
شيطن	ʃ iː tˤ a n
شيعة	ʃ iː ʕ a
شيك	ʃ iː k
شيك	ʃ iː k
شيلثا	ʃ iː l a θ aː
شيلم	ʃ iː l a m
شيم	ʃ iː m
شيم	ʃ iː m
شيماء	ʃ iː m aː ʔ
شيمة	ʃ iː m a
شين	ʃ iː n
شيهم	ʃ iː h a m
شيوعية	ʃ iː uː ʕ iː a
ص	sˤ
ص	sˤ
صأصأ	sˤ a ʔa a sˤ a ʔa
صأكة	sˤ a ʔa a k a
صأل	sˤ a ʔa a l
صأم	sˤ a ʔa a m
صأى	sˤ a ʔa aː
صؤاب	sˤ a ʔu aː b
صؤابة	sˤ a ʔu aː b a
صؤل	sˤ a ʔu a l
صؤول	sˤ a ʔu uː l
صئب	sˤ a ʔi a b
صئك	sˤ a ʔi a k
صئك	sˤ a ʔi a k
صئم	sˤ a ʔi a m
صاءك	sˤ aː ʔ a k
صائب	sˤ aː ʔi a b
صائت	sˤ aː ʔi a t
صائغ	sˤ aː ʔi a ɣ
صابح	sˤ aː b a ħ
صابح	sˤ aː b a ħ
صابورة	sˤ aː b uː r a
صابون	sˤ aː b uː n
صات	sˤ aː t
صاج	sˤ aː d͡ʒ
صاح	sˤ aː ħ
صاح	sˤ aː ħ
صاح	sˤ aː ħ
صاحب	sˤ aː ħ a b
صاخب	sˤ aː x a b
صاخة	sˤ aː x a
صاد	sˤ aː d
صاد	sˤ aː d
صادف	sˤ aː d a f
صارخ	sˤ aː r a x
صارم	sˤ aː r a m
صاروج	sˤ aː r uː d͡ʒ
صاع	sˤ aː ʕ
صاعقة	sˤ aː ʕ a q a
صاغ	sˤ aː ɣ
صاغر	sˤ aː ɣ a r
صاف	sˤ aː f
صاف	sˤ aː f
صافح	sˤ aː f a ħ
صاقور	sˤ aː q uː r
صالح	sˤ aː l a ħ
صالون	sˤ aː l uː n
صان	sˤ aː n
صبابة	sˤ a b aː b a
صبابة	sˤ a b aː b a
صباح	sˤ a b aː ħ
صبان	sˤ a b aː n
صبة	sˤ a b a
صبث	sˤ a b a θ
صبحة	sˤ a b a ħ a
صبحة	sˤ a b a ħ a
صبر	sˤ a b a r
صبر	sˤ a b a r
صبر	sˤ a b a r
صبر	sˤ a b a r
صبر	sˤ a b a r
صبرة	sˤ a b a r a
صبرة	sˤ a b a r a
صبرة	sˤ a b a r a
صبرية	sˤ a b a r iː a
صبصب	sˤ a b a sˤ a b
صبصب	sˤ a b a sˤ a b
صبع	sˤ a b a ʕ
صبغة	sˤ a b a ɣ a
صبن	sˤ a b a n
صبور	sˤ a b uː r
صبي	sˤ a b iː
صبي	sˤ a b iː
صبيب	sˤ a b iː b
صت	sˤ a t
صت	sˤ a t
صتأ	sˤ a t a ʔa
صتع	sˤ a t a ʕ
صتم	sˤ a t a m
صتم	sˤ a t a m
صتم	sˤ a t a m
صتم	sˤ a t a m
صتيت	sˤ a t iː t
صج	sˤ a d͡ʒ
صح	sˤ a ħ
صحا	sˤ a ħ aː
صحابة	sˤ a ħ aː b a
صحابي	sˤ a ħ aː b iː
صحاف	sˤ a ħ aː f
صحافة	sˤ a ħ aː f a
صحافة	sˤ a ħ aː f a
صحافي	sˤ a ħ aː f iː
صحبة	sˤ a ħ a b a
صحة	sˤ a ħ a
صحح	sˤ a ħ a ħ
صحر	sˤ a ħ a r
صحر	sˤ a ħ a r
صحراء	sˤ a ħ a r aː ʔ
صحراوي	sˤ a ħ a r aː uː iː
صحرة	sˤ a ħ a r a
صحصح	sˤ a ħ a sˤ a ħ
صحصح	sˤ a ħ a sˤ a ħ
صحصح	sˤ a ħ a sˤ a ħ
صحفة	sˤ a ħ a f a
صحفي	sˤ a ħ a f iː
صحفي	sˤ a ħ a f iː
صحل	sˤ a ħ a l
صحمة	sˤ a ħ a m a
صحن	sˤ a ħ a n
صحوة	sˤ a ħ uː a
صحى	sˤ a ħ aː
صحي	sˤ a ħ iː
صحي	sˤ a ħ iː
صحيح	sˤ a ħ iː ħ
صحيفة	sˤ a ħ iː f a
صخ	sˤ a x
صخة	sˤ a x a
صخد	sˤ a x a d
صخدان	sˤ a x a d aː n
صخدان	sˤ a x a d aː n
صخرة	sˤ a x a r a
صخف	sˤ a x a f
صخم	sˤ a x a m
صخيد	sˤ a x iː d
صدؤ	sˤ a d a ʔu
صداقة	sˤ a d aː q a
صدام	sˤ a d aː m
صدام	sˤ a d aː m
صدح	sˤ a d a ħ
صدح	sˤ a d a ħ
صدر	sˤ a d a r
صدر	sˤ a d a r
صدر	sˤ a d a r
صدرية	sˤ a d a r iː a
صدرية	sˤ a d a r iː a
صدرية	sˤ a d a r iː a
صدغ	sˤ a d a ɣ
صدغ	sˤ a d a ɣ
صدفة	sˤ a d a f a
صدفة	sˤ a d a f a
صدفة	sˤ a d a f a
صدق	sˤ a d a q
صدق	sˤ a d a q
صدق	sˤ a d a q
صدق	sˤ a d a q
صدق	sˤ a d a q
صدق	sˤ a d a q
صدقة	sˤ a d a q a
صدم	sˤ a d a m
صدى	sˤ a d aː
صديان	sˤ a d iː aː n
صديق	sˤ a d iː q
صديق	sˤ a d iː q
صر	sˤ a r
صراخة	sˤ a r aː x a
صراط	sˤ a r aː tˤ
صراط	sˤ a r aː tˤ
صراع	sˤ a r aː ʕ
صراف	sˤ a r aː f
صرافة	sˤ a r aː f a
صرافة	sˤ a r aː f a
صرب	sˤ a r a b
صرب	sˤ a r a b
صرب	sˤ a r a b
صربي	sˤ a r a b iː
صربيا	sˤ a r a b iː aː
صرج	sˤ a r a d͡ʒ
صرصار	sˤ a r a sˤ aː r
صرصار	sˤ a r a sˤ aː r
صرق	sˤ a r a q
صرم	sˤ a r a m
صرير	sˤ a r iː r
صريقة	sˤ a r iː q a
صعب	sˤ a ʕ a b
صعب	sˤ a ʕ a b
صعب	sˤ a ʕ a b
صعتر	sˤ a ʕ a t a r
صعصع	sˤ a ʕ a sˤ a ʕ
صعصعة	sˤ a ʕ a sˤ a ʕ a
صعلوك	sˤ a ʕ a l uː k
صعوبة	sˤ a ʕ uː b a
صعيد	sˤ a ʕ iː d
صغار	sˤ a ɣ aː r
صغر	sˤ a ɣ a r
صغر	sˤ a ɣ a r
صغر	sˤ a ɣ a r
صغر	sˤ a ɣ a r
صغير	sˤ a ɣ iː r
صغيرة	sˤ a ɣ iː r a
صف	sˤ a f
صفا	sˤ a f aː
صفارة	sˤ a f aː r a
صفاقس	sˤ a f aː q a s
صفة	sˤ a f a
صفة	sˤ a f a
صفحة	sˤ a f a ħ a
صفد	sˤ a f a d
صفد	sˤ a f a d
صفد	sˤ a f a d
صفر	sˤ a f a r
صفر	sˤ a f a r
صفري	sˤ a f a r iː
صفصاف	sˤ a f a sˤ aː f
صفع	sˤ a f a ʕ
صفعة	sˤ a f a ʕ a
صفن	sˤ a f a n
صفى	sˤ a f aː
صفي	sˤ a f iː
صفي	sˤ a f iː
صفي	sˤ a f iː
صفية	sˤ a f iː a
صفيحة	sˤ a f iː ħ a
صفيراء	sˤ a f iː r aː ʔ
صقاع	sˤ a q aː ʕ
صقر	sˤ a q a r
صقلية	sˤ a q a l iː a
صقنقور	sˤ a q a n a q uː r
صقيع	sˤ a q iː ʕ
صك	sˤ a k
صك	sˤ a k
صلابة	sˤ a l aː b a
صلاة	sˤ a l aː a
صلاة	sˤ a l aː a
صلب	sˤ a l a b
صلصال	sˤ a l a sˤ aː l
صلعة	sˤ a l a ʕ a
صلعة	sˤ a l a ʕ a
صلعم	sˤ a l a ʕ a m
صلعمي	sˤ a l a ʕ a m iː
صلوة	sˤ a l uː a
صلى	sˤ a l aː
صمام	sˤ a m aː m
صمام	sˤ a m aː m
صمغ	sˤ a m a ɣ
صمم	sˤ a m a m
صميم	sˤ a m iː m
صميمي	sˤ a m iː m iː
صناب	sˤ a n aː b
صنار	sˤ a n aː r
صنارة	sˤ a n aː r a
صنارة	sˤ a n aː r a
صناعة	sˤ a n aː ʕ a
صنان	sˤ a n aː n
صنبور	sˤ a n a b uː r
صنج	sˤ a n a d͡ʒ
صندلية	sˤ a n a d a l iː a
صندوق	sˤ a n a d uː q
صندوق	sˤ a n a d uː q
صندوق	sˤ a n a d uː q
صنع	sˤ a n a ʕ
صنع	sˤ a n a ʕ
صنع	sˤ a n a ʕ
صنعاء	sˤ a n a ʕ aː ʔ
صنعاني	sˤ a n a ʕ aː n iː
صنعة	sˤ a n a ʕ a
صنعي	sˤ a n a ʕ iː
صنم	sˤ a n a m
صنو	sˤ a n uː
صنوبر	sˤ a n uː b a r
صنوبر	sˤ a n uː b a r
صنوبر	sˤ a n uː b a r
صهب	sˤ a h a b
صهريج	sˤ a h a r iː d͡ʒ
صهريج	sˤ a h a r iː d͡ʒ
صهيون	sˤ a h iː uː n
صهيون	sˤ a h iː uː n
صهيون	sˤ a h iː uː n
صهيون	sˤ a h iː uː n
صهيوني	sˤ a h iː uː n iː
صهيوني	sˤ a h iː uː n iː
صهيوني	sˤ a h iː uː n iː
صهيوني	sˤ a h iː uː n iː
صهيونية	sˤ a h iː uː n iː a
صهيونية	sˤ a h iː uː n iː a
صهيونية	sˤ a h iː uː n iː a
صهيونية	sˤ a h iː uː n iː a
صواب	sˤ uː aː b
صواع	sˤ uː aː ʕ
صواع	sˤ uː aː ʕ
صواعق	sˤ uː aː ʕ a q
صوب	sˤ uː b
صوب	sˤ uː b
صوب	sˤ uː b
صوة	sˤ uː a
صوت	sˤ uː t
صوتي	sˤ uː t iː
